# Captured 2020-06-21 11:16:28.481737 by unknown user
# Built at revision 7b9a516 (dirty)
time(sec)  pc_setpoint  pressure  pa_fast_avg  pa_slow_avg
34.550  5.000  5.096  39.287  48.135
34.560  5.000  5.096  36.949  47.930
34.570  5.000  5.049  33.800  47.663
34.580  5.000  5.247  29.033  47.286
34.590  5.000  5.110  27.063  47.005
34.600  5.000  5.134  23.143  46.609
34.610  5.000  5.082  20.822  46.258
34.620  5.000  5.099  20.822  46.258
34.630  5.000  5.106  17.406  45.833
34.640  5.000  5.118  17.406  45.833
34.650  5.000  5.106  17.406  45.833
34.660  5.000  5.048  14.424  45.400
34.670  5.000  4.975  14.424  45.400
34.680  5.000  4.990  14.424  45.400
34.690  5.000  5.038  14.424  45.400
34.700  5.000  4.930  11.860  44.962
34.710  5.000  4.939  9.519  44.514
34.720  5.000  4.901  9.519  44.514
34.730  5.000  4.880  9.519  44.514
34.740  5.000  4.909  9.519  44.514
34.750  5.000  4.881  7.952  44.086
34.760  5.000  4.880  7.952  44.086
34.770  5.000  4.888  7.952  44.086
34.780  5.000  4.811  8.685  43.761
34.790  5.000  4.839  8.685  43.761
34.800  5.000  4.860  8.685  43.761
34.810  5.000  4.838  8.685  43.761
34.820  5.000  4.861  9.280  43.440
34.830  5.000  4.858  9.568  43.113
34.840  5.000  4.918  11.244  42.861
34.850  5.000  4.912  12.368  42.601
34.860  5.000  4.863  16.745  42.518
34.870  5.000  4.712  22.920  42.569
34.880  5.000  4.837  24.669  42.460
34.890  5.000  5.093  25.463  42.321
34.900  5.000  5.086  29.536  42.356
34.910  5.000  4.939  32.194  42.361
34.920  5.000  4.838  36.295  42.465
34.930  5.000  4.933  39.644  42.570
34.940  5.000  5.099  42.670  42.692
34.950  5.000  5.068  42.945  42.706
34.960  5.000  5.038  45.104  42.816
34.970  5.000  5.083  45.594  42.864
34.980  5.000  5.107  45.221  42.872
34.990  5.000  5.143  46.319  42.951
35.000  5.000  5.052  49.130  43.125
35.010  5.000  5.162  46.504  43.054
35.020  5.000  5.043  46.270  43.076
35.030  5.000  5.090  45.661  43.078
35.040  5.000  5.116  43.055  42.973
35.050  5.000  5.206  43.527  42.998
35.060  5.000  5.107  43.146  42.984
35.070  5.000  5.143  42.759  42.966
35.080  5.000  5.186  40.441  42.848
35.090  5.000  5.162  37.837  42.694
35.100  5.000  5.122  37.428  42.625
35.110  5.000  5.140  38.474  42.625
35.120  5.000  5.152  35.877  42.454
35.130  5.000  5.148  32.883  42.239
35.140  5.000  5.207  27.295  41.866
35.150  5.000  5.277  22.670  41.489
35.160  5.000  5.135  22.670  41.489
35.170  5.000  5.059  22.670  41.489
35.180  5.000  5.096  22.670  41.489
35.190  5.000  5.133  22.670  41.489
35.200  5.000  5.056  22.670  41.489
35.210  5.000  5.060  22.670  41.489
35.220  5.000  5.023  22.670  41.489
35.230  5.000  4.966  22.670  41.489
35.240  5.000  5.053  22.670  41.489
35.250  5.000  4.934  22.670  41.489
35.260  5.000  4.878  22.670  41.489
35.270  5.000  5.030  22.670  41.489
35.280  5.000  4.891  22.670  41.489
35.290  5.000  4.931  22.670  41.489
35.300  5.000  4.934  22.670  41.489
35.310  5.000  4.937  22.670  41.489
35.320  5.000  4.913  22.670  41.489
35.330  5.000  4.865  22.670  41.489
35.340  5.000  4.791  22.670  41.489
35.350  5.000  4.803  22.670  41.489
35.360  5.000  4.875  22.670  41.489
35.370  5.000  4.844  22.670  41.489
35.380  5.000  4.816  22.670  41.489
35.390  5.000  4.814  22.670  41.489
35.400  5.000  4.826  20.377  41.186
35.410  5.000  4.906  18.500  40.884
35.420  5.000  4.884  18.437  40.657
35.430  5.000  4.855  19.383  40.482
35.440  5.000  4.819  20.319  40.318
35.450  5.000  4.877  24.251  40.314
35.460  5.000  4.948  27.018  40.292
35.470  5.000  4.924  29.453  40.281
35.480  5.000  4.930  32.439  40.322
35.490  5.000  5.002  33.717  40.307
35.500  5.000  5.005  38.198  40.465
35.510  5.000  4.849  42.339  40.650
35.520  5.000  4.966  45.978  40.849
35.530  5.000  5.001  48.144  41.008
35.540  5.000  5.065  50.575  41.201
35.550  5.000  5.155  52.322  41.382
35.560  5.000  5.056  53.214  41.536
35.570  5.000  5.042  57.056  41.845
35.580  5.000  5.078  57.617  42.025
35.590  5.000  5.119  57.806  42.191
35.600  5.000  5.113  58.259  42.369
35.610  5.000  5.173  57.885  42.510
35.620  5.000  5.207  58.349  42.687
35.630  5.000  5.091  54.772  42.664
35.640  5.000  5.146  52.860  42.690
35.650  5.000  5.218  49.784  42.638
35.660  5.000  5.204  48.052  42.623
35.670  5.000  5.199  46.005  42.575
35.680  5.000  5.256  41.418  42.379
35.690  5.000  5.178  39.054  42.252
35.700  5.000  5.200  34.269  41.980
35.710  5.000  5.070  32.396  41.810
35.720  5.000  5.166  27.697  41.481
35.730  5.000  5.172  24.955  41.206
35.740  5.000  5.125  22.702  40.930
35.750  5.000  5.082  19.589  40.593
35.760  5.000  5.080  19.589  40.593
35.770  5.000  5.122  19.589  40.593
35.780  5.000  5.187  19.589  40.593
35.790  5.000  5.109  19.589  40.593
35.800  5.000  4.991  19.589  40.593
35.810  5.000  4.982  19.589  40.593
35.820  5.000  4.924  19.589  40.593
35.830  5.000  5.010  19.589  40.593
35.840  5.000  4.988  19.589  40.593
35.850  5.000  4.979  19.589  40.593
35.860  5.000  4.929  19.589  40.593
35.870  5.000  4.961  19.589  40.593
35.880  5.000  4.934  19.589  40.593
35.890  5.000  4.884  19.589  40.593
35.900  5.000  4.840  19.589  40.593
35.910  5.000  4.860  19.589  40.593
35.920  5.000  4.868  19.589  40.593
35.930  5.000  4.798  19.589  40.593
35.940  5.000  4.702  19.589  40.593
35.950  5.000  4.789  19.589  40.593
35.960  5.000  4.758  19.589  40.593
35.970  5.000  4.910  19.589  40.593
35.980  5.000  4.880  17.526  40.279
35.990  5.000  4.854  16.191  39.985
36.000  5.000  4.797  19.028  39.889
36.010  5.000  4.777  23.428  39.900
36.020  5.000  4.835  24.325  39.781
36.030  5.000  4.883  24.997  39.660
36.040  5.000  4.936  27.334  39.630
36.050  5.000  4.941  30.730  39.677
36.060  5.000  4.909  35.473  39.824
36.070  5.000  4.914  36.811  39.848
36.080  5.000  4.897  41.812  40.067
36.090  5.000  5.086  44.039  40.196
36.100  5.000  5.159  44.029  40.234
36.110  5.000  5.118  48.748  40.508
36.120  5.000  5.006  52.957  40.801
36.130  5.000  4.958  55.211  41.035
36.140  5.000  5.067  57.459  41.289
36.150  5.000  5.071  57.664  41.461
36.160  5.000  5.060  57.016  41.591
36.170  5.000  5.021  55.863  41.687
36.180  5.000  5.023  57.440  41.908
36.190  5.000  5.125  56.562  42.019
36.200  5.000  5.145  57.349  42.204
36.210  5.000  5.235  54.178  42.197
36.220  5.000  5.151  54.034  42.310
36.230  5.000  5.193  56.064  42.528
36.240  5.000  5.191  56.606  42.691
36.250  5.000  5.228  53.778  42.689
36.260  5.000  5.291  50.263  42.624
