# Trace with new flow correction algorithm (check git log on this file, the
# flow correction algorithm was added in the same commit).
#
# Demonstrates moderate flow drift, which we correct.
#
# $ pio run -t upload && utils/controller_debug.py -c 'set gui_mode 1' && \
#   utils/controller_debug.py -c 'trace start volume uncorrected_volume flow_correction' && \
#   sleep 60 && \
#   utils/controller_debug.py -c 'trace graph'
#
# Note that the blower was hardcoded to 75% power for this experiment (so I
# didn't wake up my housemates).  I haven't observed that this makes a
# difference.

time(sec)	volume	uncorrected_volume	flow_correction
29.820	8.133	1509.644	-8.706
29.830	8.089	1509.688	-8.706
29.840	8.035	1509.721	-8.706
29.850	8.090	1509.863	-8.706
29.860	8.173	1510.033	-8.706
29.870	8.162	1510.109	-8.706
29.880	8.155	1510.189	-8.706
29.890	8.202	1510.323	-8.706
29.900	8.203	1510.411	-8.706
29.910	8.099	1510.394	-8.706
29.920	8.025	1510.407	-8.706
29.930	8.046	1510.515	-8.706
29.940	8.040	1510.596	-8.706
29.950	8.029	1510.672	-8.706
29.960	7.973	1510.703	-8.706
29.970	7.942	1510.759	-8.706
29.980	7.956	1510.860	-8.706
29.990	7.962	1510.954	-8.706
30.000	7.957	1511.036	-8.706
30.010	7.916	1511.082	-8.706
30.020	7.890	1511.143	-8.706
30.030	7.959	1511.298	-8.706
30.040	8.101	1511.528	-8.706
30.050	8.203	1511.717	-8.706
30.060	8.303	1511.904	-8.706
30.070	8.327	1512.015	-8.706
30.080	8.246	1512.021	-8.706
30.090	8.215	1512.077	-8.706
30.100	8.245	1512.194	-8.706
30.110	8.373	1512.409	-8.706
30.120	8.495	1512.619	-8.706
30.130	8.540	1512.750	-8.706
30.140	8.598	1512.896	-8.706
30.150	8.707	1513.092	-8.706
30.160	8.845	1513.316	-8.706
30.170	8.939	1513.497	-8.706
30.180	9.060	1513.705	-8.706
30.190	9.222	1513.955	-8.706
30.200	9.294	1514.114	-8.706
30.210	9.322	1514.228	-8.706
30.220	9.338	1514.332	-8.706
30.230	9.380	1514.461	-8.706
30.240	9.455	1514.623	-16.716
30.250	9.502	1514.797	-16.716
30.260	9.739	1515.202	-16.716
30.270	10.314	1515.943	-16.716
30.280	11.375	1517.172	-16.716
30.290	14.242	1520.206	-16.716
30.300	19.668	1525.799	-16.716
30.310	26.600	1532.898	-16.716
30.320	33.774	1540.240	-16.716
30.330	40.251	1546.884	-16.716
30.340	47.231	1554.031	-16.716
30.350	55.796	1562.763	-16.716
30.360	63.986	1571.121	-16.716
30.370	72.013	1579.315	-16.716
30.380	80.156	1587.625	-16.716
30.390	87.369	1595.005	-16.716
30.400	94.181	1601.984	-16.716
30.410	101.227	1609.197	-16.716
30.420	107.838	1615.975	-16.716
30.430	113.470	1621.774	-16.716
30.440	118.663	1627.135	-16.716
30.450	123.571	1632.209	-16.716
30.460	128.251	1637.057	-16.716
30.470	132.653	1641.626	-16.716
30.480	137.405	1646.546	-16.716
30.490	142.023	1651.331	-16.716
30.500	146.039	1655.514	-16.716
30.510	150.236	1659.878	-16.716
30.520	153.979	1663.788	-16.716
30.530	157.143	1667.119	-16.716
30.540	160.837	1670.981	-16.716
30.550	165.058	1675.369	-16.716
30.560	169.451	1679.929	-16.716
30.570	173.761	1684.406	-16.716
30.580	177.050	1687.862	-16.716
30.590	180.184	1691.163	-16.716
30.600	183.923	1695.069	-16.716
30.610	186.875	1698.189	-16.716
30.620	189.209	1700.689	-16.716
30.630	192.175	1703.822	-16.716
30.640	194.974	1706.788	-16.716
30.650	197.208	1709.190	-16.716
30.660	200.027	1712.176	-16.716
30.670	203.178	1715.495	-16.716
30.680	206.296	1718.780	-16.716
30.690	208.711	1721.361	-16.716
30.700	211.174	1723.992	-16.716
30.710	213.628	1726.613	-16.716
30.720	215.563	1728.716	-16.716
30.730	217.355	1730.674	-16.716
30.740	219.505	1732.992	-16.716
30.750	222.396	1736.050	-16.716
30.760	224.538	1738.359	-16.716
30.770	226.479	1740.467	-16.716
30.780	229.161	1743.317	-16.716
30.790	231.565	1745.887	-16.716
30.800	233.194	1747.684	-16.716
30.810	235.118	1749.775	-16.716
30.820	237.400	1752.224	-16.716
30.830	239.042	1754.033	-16.716
30.840	240.895	1756.053	-16.716
30.850	243.398	1758.723	-16.716
30.860	245.249	1760.741	-16.716
30.870	246.532	1762.192	-16.716
30.880	247.666	1763.493	-16.716
30.890	248.616	1764.610	-16.716
30.900	250.324	1766.485	-16.716
30.910	252.734	1769.063	-16.716
30.920	254.153	1770.649	-16.716
30.930	254.884	1771.547	-16.716
30.940	255.844	1772.674	-16.716
30.950	256.849	1773.846	-16.716
30.960	257.857	1775.021	-16.716
30.970	258.871	1776.203	-16.716
30.980	259.689	1777.188	-16.716
30.990	260.248	1777.913	-16.716
31.000	260.973	1778.806	-16.716
31.010	261.587	1779.588	-16.716
31.020	262.580	1780.747	-16.716
31.030	264.361	1782.696	-16.716
31.040	265.786	1784.288	-16.716
31.050	266.997	1785.666	-16.716
31.060	268.510	1787.346	-16.716
31.070	270.088	1789.091	-16.716
31.080	271.928	1791.098	-16.716
31.090	273.115	1792.452	-16.716
31.100	274.080	1793.585	-16.716
31.110	275.663	1795.334	-16.716
31.120	276.520	1796.359	-16.716
31.130	277.022	1797.028	-16.716
31.140	277.502	1797.675	-16.716
31.150	277.857	1798.197	-16.716
31.160	278.831	1799.339	-16.716
31.170	279.473	1800.148	-16.716
31.180	279.880	1800.722	-16.716
31.190	280.388	1801.397	-16.716
31.200	280.079	1801.255	-16.716
31.210	278.987	1800.330	-16.716
31.220	278.783	1800.293	-16.716
31.230	279.489	1801.167	-16.716
31.240	279.641	1801.486	-16.716
31.250	279.783	1801.795	-16.716
31.260	280.082	1802.261	-16.716
31.270	280.226	1802.573	-16.716
31.280	279.740	1802.253	-16.716
31.290	278.813	1801.493	-16.716
31.300	278.712	1801.560	-16.716
31.310	279.028	1802.043	-16.716
31.320	279.029	1802.211	-16.716
31.330	278.974	1802.323	-16.716
31.340	278.806	1802.323	-16.716
31.350	278.120	1801.803	-16.716
31.360	277.068	1800.918	-16.716
31.370	276.571	1800.589	-16.716
31.380	276.533	1800.718	-16.716
31.390	276.137	1800.489	-16.716
31.400	275.638	1800.157	-16.716
31.410	275.777	1800.464	-16.716
31.420	276.070	1800.924	-16.716
31.430	275.809	1800.830	-16.716
31.440	275.214	1800.402	-16.716
31.450	275.166	1800.521	-16.716
31.460	274.969	1800.492	-16.716
31.470	274.128	1799.817	-16.716
31.480	273.775	1799.632	-16.716
31.490	273.850	1799.874	-16.716
31.500	273.376	1799.567	-16.716
31.510	273.096	1799.454	-16.716
31.520	273.294	1799.820	-16.716
31.530	273.221	1799.914	-16.716
31.540	273.599	1800.459	-16.716
31.550	273.861	1800.888	-16.716
31.560	273.627	1800.821	-16.716
31.570	273.893	1801.254	-16.716
31.580	274.110	1801.639	-16.716
31.590	273.652	1801.347	-16.716
31.600	273.005	1800.868	-16.716
31.610	273.043	1801.072	-16.716
31.620	273.686	1801.883	-16.716
31.630	273.950	1802.314	-16.716
31.640	274.113	1802.645	-16.716
31.650	274.321	1803.019	-16.716
31.660	274.296	1803.162	-16.716
31.670	274.173	1803.206	-16.716
31.680	274.003	1803.203	-16.716
31.690	273.886	1803.253	-16.716
31.700	273.783	1803.317	-16.716
31.710	273.321	1803.022	-16.716
31.720	272.646	1802.515	-16.716
31.730	272.247	1802.283	-16.716
31.740	272.130	1802.333	-16.716
31.750	272.073	1802.443	-16.716
31.760	271.930	1802.467	-16.716
31.770	271.858	1802.562	-16.716
31.780	271.761	1802.633	-16.716
31.790	271.741	1802.779	-16.716
31.800	271.764	1802.970	-16.716
31.810	271.479	1802.851	-16.716
31.820	271.124	1802.664	-16.716
31.830	270.905	1802.612	-16.716
31.840	270.852	1802.727	-16.716
31.850	270.725	1802.766	-16.716
31.860	269.855	1802.064	-16.716
31.870	266.960	1799.336	-16.716
31.880	261.080	1793.622	-16.716
31.890	252.999	1785.709	-16.716
31.900	244.259	1777.137	-16.716
31.910	234.873	1767.917	-16.716
31.920	224.961	1758.172	-16.716
31.930	215.329	1748.708	-16.716
31.940	206.324	1739.870	-16.716
31.950	197.894	1731.607	-16.716
31.960	189.722	1723.603	-16.716
31.970	181.772	1715.819	-16.716
31.980	173.964	1708.178	-16.716
31.990	166.325	1700.707	-16.716
32.000	158.812	1693.361	-16.716
32.010	151.154	1685.870	-16.716
32.020	143.667	1678.550	-16.716
32.030	136.614	1671.665	-16.716
32.040	129.580	1664.797	-16.716
32.050	122.406	1657.791	-16.716
32.060	115.501	1651.053	-16.716
32.070	109.071	1644.790	-16.716
32.080	102.835	1638.721	-16.716
32.090	96.728	1632.781	-16.716
32.100	90.662	1626.882	-16.716
32.110	84.813	1621.200	-16.716
32.120	79.285	1615.840	-16.716
32.130	73.725	1610.447	-16.716
32.140	68.372	1605.261	-16.716
32.150	63.363	1600.420	-16.716
32.160	57.976	1595.199	-16.716
32.170	52.749	1590.140	-16.716
32.180	48.323	1585.880	-16.716
32.190	44.200	1581.925	-16.716
32.200	40.532	1578.424	-16.716
32.210	37.472	1575.531	-16.716
32.220	35.029	1573.255	-16.716
32.230	33.068	1571.461	-16.716
32.240	31.327	1569.888	-16.716
32.250	29.664	1568.391	-16.716
32.260	27.952	1566.847	-16.716
32.270	26.326	1565.388	-16.716
32.280	24.789	1564.018	-16.716
32.290	23.357	1562.753	-16.716
32.300	22.034	1561.598	-16.716
32.310	20.728	1560.459	-16.716
32.320	19.409	1559.307	-16.716
32.330	18.160	1558.225	-16.716
32.340	17.050	1557.282	-16.716
32.350	16.142	1556.541	-16.716
32.360	15.456	1556.022	-16.716
32.370	14.891	1555.625	-16.716
32.380	14.353	1555.254	-16.716
32.390	13.884	1554.953	-16.716
32.400	13.513	1554.748	-16.716
32.410	13.158	1554.560	-16.716
32.420	12.902	1554.472	-16.716
32.430	12.711	1554.448	-16.716
32.440	12.364	1554.268	-16.716
32.450	12.012	1554.083	-16.716
32.460	11.778	1554.017	-16.716
32.470	11.627	1554.032	-16.716
32.480	11.484	1554.057	-16.716
32.490	11.325	1554.065	-16.716
32.500	11.255	1554.162	-16.716
32.510	11.204	1554.278	-16.716
32.520	11.058	1554.300	-16.716
32.530	10.981	1554.390	-16.716
32.540	10.945	1554.521	-16.716
32.550	10.827	1554.570	-16.716
32.560	10.645	1554.555	-16.716
32.570	10.466	1554.543	-16.716
32.580	10.346	1554.591	-16.716
32.590	10.236	1554.647	-16.716
32.600	10.134	1554.712	-16.716
32.610	9.971	1554.717	-16.716
32.620	9.832	1554.745	-16.716
32.630	9.721	1554.801	-16.716
32.640	9.539	1554.787	-16.716
32.650	9.302	1554.716	-16.716
32.660	9.070	1554.652	-16.716
32.670	8.949	1554.698	-16.716
32.680	8.765	1554.680	-16.716
32.690	8.621	1554.704	-16.716
32.700	8.533	1554.783	-16.716
32.710	8.353	1554.770	-16.716
32.720	8.186	1554.771	-16.716
32.730	8.004	1554.756	-16.716
32.740	7.853	1554.772	-16.716
32.750	7.726	1554.812	-16.716
32.760	7.579	1554.832	-16.716
32.770	7.357	1554.777	-16.716
32.780	7.168	1554.756	-16.716
32.790	7.017	1554.772	-16.716
32.800	6.888	1554.810	-16.716
32.810	6.871	1554.960	-16.716
32.820	6.890	1555.146	-16.716
32.830	6.851	1555.275	-16.716
32.840	6.813	1555.404	-16.716
32.850	6.761	1555.518	-16.716
32.860	6.698	1555.623	-16.716
32.870	6.676	1555.768	-16.716
32.880	6.655	1555.913	-16.716
32.890	6.597	1556.023	-16.716
32.900	6.600	1556.194	-16.716
32.910	6.675	1556.435	-16.716
32.920	6.759	1556.686	-16.716
32.930	6.878	1556.973	-16.716
32.940	6.905	1557.167	-16.716
32.950	6.904	1557.333	-16.716
32.960	6.995	1557.591	-16.716
32.970	7.093	1557.857	-16.716
32.980	7.123	1558.053	-16.716
32.990	7.101	1558.199	-16.716
33.000	7.084	1558.349	-16.716
33.010	7.104	1558.536	-16.716
33.020	7.174	1558.773	-16.716
33.030	7.213	1558.979	-16.716
33.040	7.298	1559.231	-16.716
33.050	7.473	1559.574	-16.716
33.060	7.555	1559.823	-16.716
33.070	7.567	1560.002	-16.716
33.080	7.607	1560.209	-16.716
33.090	7.631	1560.400	-16.716
33.100	7.581	1560.517	-16.716
33.110	7.576	1560.680	-16.716
33.120	7.616	1560.886	-16.716
33.130	7.630	1561.068	-16.716
33.140	7.683	1561.288	-16.716
33.150	7.757	1561.530	-16.716
33.160	7.775	1561.715	-16.716
33.170	7.814	1561.920	-16.716
33.180	7.875	1562.148	-16.716
33.190	7.950	1562.391	-16.716
33.200	8.013	1562.621	-16.716
33.210	8.103	1562.879	-16.716
33.220	8.227	1563.170	-16.716
33.230	8.234	1563.344	-16.716
33.240	8.200	1563.476	-16.716
33.250	8.187	1563.631	-16.716
33.260	8.178	1563.789	-16.716
33.270	8.136	1563.914	-16.716
33.280	8.087	1564.032	-16.716
33.290	8.090	1564.202	-16.716
33.300	8.154	1564.434	-16.716
33.310	8.264	1564.711	-16.716
33.320	8.330	1564.944	-16.716
33.330	8.347	1565.128	-16.716
33.340	8.436	1565.385	-16.716
33.350	8.568	1565.683	-16.716
33.360	8.643	1565.926	-16.716
33.370	8.684	1566.134	-16.716
33.380	8.714	1566.331	-16.716
33.390	8.813	1566.597	-16.716
33.400	8.920	1566.871	-16.716
33.410	8.990	1567.108	-16.716
33.420	9.061	1567.346	-16.716
33.430	9.100	1567.552	-16.716
33.440	9.126	1567.746	-16.716
33.450	9.136	1567.923	-16.716
33.460	9.140	1568.094	-16.716
33.470	9.135	1568.256	-16.716
33.480	9.154	1568.442	-16.716
33.490	9.240	1568.696	-16.716
33.500	9.322	1568.945	-16.716
33.510	9.373	1569.164	-16.716
33.520	9.456	1569.413	-16.716
33.530	9.539	1569.664	-16.716
33.540	9.586	1569.878	-16.716
33.550	9.652	1570.111	-16.716
33.560	9.752	1570.378	-16.716
33.570	9.811	1570.604	-16.716
33.580	9.808	1570.769	-16.716
33.590	9.861	1570.988	-16.716
33.600	9.921	1571.215	-16.716
33.610	9.898	1571.360	-16.716
33.620	9.894	1571.523	-16.716
33.630	9.918	1571.714	-16.716
33.640	9.913	1571.876	-16.716
33.650	9.887	1572.018	-16.716
33.660	9.840	1572.137	-16.716
33.670	9.763	1572.228	-16.716
33.680	9.689	1572.321	-16.716
33.690	9.589	1572.388	-16.716
33.700	9.473	1572.439	-16.716
33.710	9.405	1572.538	-16.716
33.720	9.386	1572.686	-16.716
33.730	9.325	1572.792	-16.716
33.740	9.259	1572.894	-16.716
33.750	9.222	1573.024	-16.716
33.760	9.138	1573.107	-16.716
33.770	9.077	1573.213	-16.716
33.780	9.022	1573.325	-16.716
33.790	8.944	1573.415	-16.716
33.800	8.869	1573.507	-16.716
33.810	8.721	1573.526	-16.716
33.820	8.622	1573.594	-16.716
33.830	8.516	1573.655	-16.716
33.840	8.417	1573.724	-16.716
33.850	8.328	1573.802	-16.716
33.860	8.196	1573.837	-16.716
33.870	8.174	1573.982	-16.716
33.880	8.157	1574.132	-16.716
33.890	8.030	1574.172	-16.716
33.900	7.869	1574.179	-16.716
33.910	7.785	1574.261	-16.716
33.920	7.770	1574.414	-16.716
33.930	7.732	1574.542	-16.716
33.940	7.636	1574.614	-16.716
33.950	7.523	1574.668	-16.716
33.960	7.404	1574.717	-16.716
33.970	7.332	1574.811	-16.716
33.980	7.291	1574.937	-16.716
33.990	7.193	1575.007	-16.716
34.000	7.083	1575.064	-16.716
34.010	6.985	1575.133	-16.716
34.020	6.870	1575.185	-16.716
34.030	6.726	1575.209	-16.716
34.040	6.500	1575.150	-16.716
34.050	6.340	1575.157	-16.716
34.060	6.382	1575.366	-16.716
34.070	6.397	1575.548	-16.716
34.080	6.317	1575.635	-16.716
34.090	6.237	1575.722	-16.716
34.100	6.250	1575.902	-16.716
34.110	6.314	1576.134	-16.716
34.120	6.280	1576.267	-16.716
34.130	6.233	1576.387	-16.716
34.140	6.187	1576.508	-16.716
34.150	6.170	1576.659	-16.716
34.160	6.216	1576.871	-16.716
34.170	6.293	1577.115	-16.716
34.180	6.319	1577.309	-16.716
34.190	6.316	1577.473	-16.716
34.200	6.399	1577.723	-16.716
34.210	6.443	1577.934	-16.716
34.220	6.399	1578.057	-16.716
34.230	6.396	1578.221	-16.716
34.240	6.348	1578.340	-16.716
34.250	6.268	1578.428	-17.485
34.260	6.231	1578.562	-17.485
34.270	6.403	1578.908	-17.485
34.280	6.959	1579.639	-17.485
34.290	8.045	1580.900	-17.485
34.300	10.858	1583.889	-17.485
34.310	15.956	1589.161	-17.485
34.320	22.497	1595.876	-17.485
34.330	29.641	1603.196	-17.485
34.340	36.266	1609.996	-17.485
34.350	42.703	1616.608	-17.485
34.360	50.663	1624.742	-17.485
34.370	58.730	1632.984	-17.485
34.380	66.109	1640.538	-17.485
34.390	74.364	1648.968	-17.485
34.400	82.951	1657.730	-17.485
34.410	90.250	1665.204	-17.485
34.420	97.436	1672.564	-17.485
34.430	105.321	1680.624	-17.485
34.440	112.661	1688.139	-17.485
34.450	119.118	1694.771	-17.485
34.460	124.508	1700.336	-17.485
34.470	129.205	1705.207	-17.485
34.480	134.111	1710.289	-17.485
34.490	139.466	1715.818	-17.485
34.500	143.962	1720.489	-17.485
34.510	147.977	1724.679	-17.485
34.520	152.025	1728.902	-17.485
34.530	156.105	1733.157	-17.485
34.540	159.932	1737.159	-17.485
34.550	163.153	1740.554	-17.485
34.560	167.142	1744.719	-17.485
34.570	170.789	1748.540	-17.485
34.580	173.426	1751.352	-17.485
34.590	176.952	1755.053	-17.485
34.600	180.241	1758.516	-17.485
34.610	183.035	1761.485	-17.485
34.620	186.799	1765.424	-17.485
34.630	189.777	1768.577	-17.485
34.640	191.685	1770.660	-17.485
34.650	193.690	1772.840	-17.485
34.660	196.469	1775.793	-17.485
34.670	200.326	1779.825	-17.485
34.680	203.436	1783.110	-17.485
34.690	205.452	1785.301	-17.485
34.700	207.542	1787.566	-17.485
34.710	209.856	1790.055	-17.485
34.720	212.609	1792.983	-17.485
34.730	215.870	1796.418	-17.485
34.740	218.256	1798.979	-17.485
34.750	219.550	1800.448	-17.485
34.760	221.785	1802.858	-17.485
34.770	224.111	1805.358	-17.485
34.780	225.598	1807.020	-17.485
34.790	227.044	1808.641	-17.485
34.800	228.977	1810.750	-17.485
34.810	231.006	1812.953	-17.485
34.820	232.321	1814.443	-17.485
34.830	234.180	1816.477	-17.485
34.840	236.205	1818.677	-17.485
34.850	237.392	1820.038	-17.485
34.860	238.648	1821.470	-17.485
34.870	240.017	1823.014	-17.485
34.880	240.998	1824.169	-17.485
34.890	241.939	1825.285	-17.485
34.900	243.480	1827.001	-17.485
34.910	245.277	1828.973	-17.485
34.920	246.651	1830.521	-17.485
34.930	247.650	1831.695	-17.485
34.940	248.892	1833.112	-17.485
34.950	250.137	1834.532	-17.485
34.960	251.369	1835.939	-17.485
34.970	252.241	1836.986	-17.485
34.980	253.281	1838.200	-17.485
34.990	255.093	1840.187	-17.485
35.000	255.940	1841.209	-17.485
35.010	257.148	1842.592	-17.485
35.020	259.307	1844.926	-17.485
35.030	260.519	1846.313	-17.485
35.040	261.678	1847.647	-17.485
35.050	262.698	1848.842	-17.485
35.060	263.719	1850.037	-17.485
35.070	264.969	1851.462	-17.485
35.080	265.523	1852.191	-17.485
35.090	266.122	1852.965	-17.485
35.100	266.798	1853.816	-17.485
35.110	266.819	1854.011	-17.485
35.120	267.463	1854.830	-17.485
35.130	269.182	1856.725	-17.485
35.140	270.283	1858.000	-17.485
35.150	270.611	1858.503	-17.485
35.160	271.237	1859.304	-17.485
35.170	271.835	1860.077	-17.485
35.180	271.936	1860.353	-17.485
35.190	271.994	1860.586	-17.485
35.200	272.110	1860.877	-17.485
35.210	272.382	1861.323	-17.485
35.220	272.856	1861.972	-17.485
35.230	272.914	1862.204	-17.485
35.240	272.413	1861.879	-17.485
35.250	271.648	1861.288	-17.485
35.260	271.552	1861.367	-17.485
35.270	271.773	1861.764	-17.485
35.280	271.530	1861.695	-17.485
35.290	271.529	1861.869	-17.485
35.300	271.380	1861.895	-17.485
35.310	270.820	1861.510	-17.485
35.320	270.478	1861.342	-17.485
35.330	270.603	1861.642	-17.485
35.340	270.203	1861.417	-17.485
35.350	270.188	1861.578	-17.485
35.360	270.610	1862.174	-17.485
35.370	270.023	1861.762	-17.485
35.380	269.374	1861.288	-17.485
35.390	269.110	1861.199	-17.485
35.400	268.893	1861.157	-17.485
35.410	268.671	1861.109	-17.485
35.420	268.750	1861.363	-17.485
35.430	268.766	1861.554	-17.485
35.440	268.780	1861.743	-17.485
35.450	268.642	1861.780	-17.485
35.460	268.308	1861.620	-17.485
35.470	268.463	1861.950	-17.485
35.480	268.109	1861.771	-17.485
35.490	267.499	1861.336	-17.485
35.500	267.424	1861.436	-17.485
35.510	267.306	1861.493	-17.485
35.520	266.549	1860.910	-17.485
35.530	265.626	1860.162	-17.485
35.540	265.502	1860.213	-17.485
35.550	265.697	1860.582	-17.485
35.560	265.659	1860.720	-17.485
35.570	265.665	1860.900	-17.485
35.580	265.120	1860.530	-17.485
35.590	264.203	1859.788	-17.485
35.600	263.481	1859.241	-17.485
35.610	263.440	1859.375	-17.485
35.620	263.596	1859.706	-17.485
35.630	263.109	1859.393	-17.485
35.640	263.082	1859.541	-17.485
35.650	263.293	1859.927	-17.485
35.660	262.673	1859.483	-17.485
35.670	262.368	1859.352	-17.485
35.680	262.769	1859.928	-17.485
35.690	262.506	1859.840	-17.485
35.700	262.329	1859.838	-17.485
35.710	262.565	1860.249	-17.485
35.720	262.446	1860.304	-17.485
35.730	262.312	1860.345	-17.485
35.740	262.291	1860.499	-17.485
35.750	262.171	1860.554	-17.485
35.760	261.700	1860.258	-17.485
35.770	261.541	1860.274	-17.485
35.780	261.886	1860.793	-17.485
35.790	261.663	1860.745	-17.485
35.800	261.114	1860.372	-17.485
35.810	260.885	1860.317	-17.485
35.820	260.453	1860.060	-17.485
35.830	260.202	1859.984	-17.485
35.840	260.374	1860.331	-17.485
35.850	260.462	1860.594	-17.485
35.860	260.207	1860.514	-17.485
35.870	259.169	1859.651	-17.485
35.880	256.042	1856.698	-17.485
35.890	249.962	1850.792	-17.485
35.900	241.807	1842.813	-17.485
35.910	232.764	1833.944	-17.485
35.920	223.270	1824.626	-17.485
35.930	214.042	1815.573	-17.485
35.940	204.940	1806.645	-17.485
35.950	195.820	1797.700	-17.485
35.960	187.365	1789.420	-17.485
35.970	178.967	1781.197	-17.485
35.980	170.696	1773.101	-17.485
35.990	162.503	1765.083	-17.485
36.000	154.343	1757.097	-17.485
36.010	146.411	1749.340	-17.485
36.020	138.532	1741.636	-17.485
36.030	131.130	1734.408	-17.485
36.040	124.079	1727.533	-17.485
36.050	116.853	1720.482	-17.485
36.060	109.860	1713.663	-17.485
36.070	103.258	1707.237	-17.485
36.080	96.848	1701.001	-17.485
36.090	90.595	1694.923	-17.485
36.100	84.274	1688.777	-17.485
36.110	78.224	1682.902	-17.485
36.120	72.481	1677.333	-17.485
36.130	66.785	1671.812	-17.485
36.140	61.165	1666.367	-17.485
36.150	55.731	1661.108	-17.485
36.160	50.564	1656.116	-17.485
36.170	45.314	1651.041	-17.485
36.180	40.226	1646.128	-17.485
36.190	35.813	1641.890	-17.485
36.200	31.741	1637.993	-17.485
36.210	27.622	1634.048	-17.485
36.220	24.221	1630.822	-17.485
36.230	21.924	1628.699	-17.485
36.240	20.081	1627.032	-17.485
36.250	18.394	1625.519	-17.485
36.260	16.747	1624.047	-17.485
36.270	15.131	1622.606	-17.485
36.280	13.505	1621.155	-17.485
36.290	12.012	1619.837	-17.485
36.300	10.636	1618.636	-17.485
36.310	9.277	1617.452	-17.485
36.320	7.969	1616.318	-17.485
36.330	6.771	1615.295	-17.485
36.340	5.654	1614.353	-17.485
36.350	4.626	1613.500	-17.485
36.360	3.746	1612.795	-17.485
36.370	2.983	1612.206	-17.485
36.380	2.316	1611.714	-17.485
36.390	1.762	1611.336	-17.485
36.400	1.303	1611.052	-17.485
36.410	0.889	1610.812	-17.485
36.420	0.533	1610.631	-17.485
36.430	0.176	1610.449	-17.485
36.440	-0.122	1610.326	-17.485
36.450	-0.358	1610.265	-17.485
36.460	-0.592	1610.205	-17.485
36.470	-0.838	1610.134	-17.485
36.480	-1.095	1610.053	-17.485
36.490	-1.236	1610.086	-17.485
36.500	-1.340	1610.157	-17.485
36.510	-1.581	1610.091	-17.485
36.520	-1.853	1609.994	-17.485
36.530	-2.016	1610.006	-17.485
36.540	-2.126	1610.070	-17.485
36.550	-2.253	1610.118	-17.485
36.560	-2.400	1610.146	-17.485
36.570	-2.508	1610.212	-17.485
36.580	-2.575	1610.320	-17.485
36.590	-2.729	1610.341	-17.485
36.600	-2.881	1610.365	-17.485
36.610	-3.042	1610.379	-17.485
36.620	-3.251	1610.344	-17.485
36.630	-3.474	1610.296	-17.485
36.640	-3.689	1610.256	-17.485
36.650	-3.834	1610.285	-17.485
36.660	-4.041	1610.253	-17.485
36.670	-4.253	1610.216	-17.485
36.680	-4.415	1610.229	-17.485
36.690	-4.522	1610.297	-17.485
36.700	-4.618	1610.376	-17.485
36.710	-4.777	1610.392	-17.485
36.720	-4.943	1610.400	-17.485
36.730	-5.095	1610.423	-17.485
36.740	-5.227	1610.466	-17.485
36.750	-5.337	1610.531	-17.485
36.760	-5.468	1610.574	-17.485
36.770	-5.541	1610.676	-17.485
36.780	-5.622	1610.770	-17.485
36.790	-5.773	1610.794	-17.485
36.800	-5.894	1610.848	-17.485
36.810	-5.971	1610.946	-17.485
36.820	-5.954	1611.137	-17.485
36.830	-5.962	1611.304	-17.485
36.840	-5.950	1611.491	-17.485
36.850	-5.974	1611.643	-17.485
36.860	-6.073	1611.718	-17.485
36.870	-6.104	1611.862	-17.485
36.880	-6.122	1612.019	-17.485
36.890	-6.159	1612.156	-17.485
36.900	-6.206	1612.285	-17.485
36.910	-6.201	1612.464	-17.485
36.920	-6.176	1612.664	-17.485
36.930	-6.137	1612.878	-17.485
36.940	-6.078	1613.111	-17.485
36.950	-5.969	1613.396	-17.485
36.960	-5.857	1613.683	-17.485
36.970	-5.825	1613.889	-17.485
36.980	-5.863	1614.027	-17.485
36.990	-5.843	1614.221	-17.485
37.000	-5.833	1614.406	-17.485
37.010	-5.898	1614.516	-17.485
37.020	-5.938	1614.651	-17.485
37.030	-5.947	1614.816	-17.485
37.040	-5.846	1615.092	-17.485
37.050	-5.816	1615.298	-17.485
37.060	-5.872	1615.416	-17.485
37.070	-5.879	1615.584	-17.485
37.080	-5.856	1615.782	-17.485
37.090	-5.820	1615.993	-17.485
37.100	-5.825	1616.163	-17.485
37.110	-5.797	1616.365	-17.485
37.120	-5.689	1616.648	-17.485
37.130	-5.660	1616.852	-17.485
37.140	-5.692	1616.995	-17.485
37.150	-5.610	1617.252	-17.485
37.160	-5.501	1617.535	-17.485
37.170	-5.481	1617.731	-17.485
37.180	-5.455	1617.931	-17.485
37.190	-5.440	1618.122	-17.485
37.200	-5.458	1618.278	-17.485
37.210	-5.428	1618.483	-17.485
37.220	-5.425	1618.661	-17.485
37.230	-5.417	1618.844	-17.485
37.240	-5.376	1619.059	-17.485
37.250	-5.374	1619.237	-17.485
37.260	-5.393	1619.392	-17.485
37.270	-5.338	1619.622	-17.485
37.280	-5.238	1619.897	-17.485
37.290	-5.152	1620.158	-17.485
37.300	-5.090	1620.394	-17.485
37.310	-5.121	1620.538	-17.485
37.320	-5.148	1620.686	-17.485
37.330	-5.113	1620.896	-17.485
37.340	-5.034	1621.150	-17.485
37.350	-4.900	1621.458	-17.485
37.360	-4.757	1621.776	-17.485
37.370	-4.615	1622.094	-17.485
37.380	-4.494	1622.389	-17.485
37.390	-4.470	1622.588	-17.485
